SEQN,RIAGENDR,RIDAGEYR,DMDMARTZ,RIDEXPRG,WTINTPRP,WTMECPRP,INDFMPIR
118104,2,65,2,,7891.388804,8477.323828,
118105,2,59,2,,6375.465912,7090.224602,
118106,1,3,,,13785.25652,15718.25048,0.56
118107,1,39,1,,6876.82004,7423.259289,3.85
118108,1,63,1,,3859.278141,4120.466221,
118109,1,0,,,2683.753653,3095.824014,2.37
118110,1,14,,,5385.798536,5668.469583,1.94
118111,2,54,1,,10991.07186,11362.50212,5
118112,1,14,,,8851.062114,9452.629054,3.77
118113,2,59,1,,29051.56095,32685.24116,3.13
118114,2,73,1,,24790.81132,32872.15344,1.7
118115,1,62,1,,2392.607162,2532.765566,0.56
118116,2,1,,,12778.25129,15062.2087,0.8
118117,1,33,3,,29251.47716,31709.95565,1.65
118118,2,46,1,,19323.67668,20592.61959,1.02
118119,2,2,,,3220.916404,3665.793354,0.71
118120,2,80,2,,7485.231979,7756.844834,
118121,2,58,1,,10195.45872,10876.11554,1.83
118122,2,54,2,,13272.26109,13955.35573,
118123,2,65,2,,35793.09118,36396.43197,1.66
118124,2,61,1,,6846.113288,7471.008932,4.19
118125,2,57,2,,32460.75636,33365.74838,3.11
118126,1,38,3,,19415.78118,21194.92803,1.28
118127,2,31,1,3,38116.61131,0,4.72
118128,2,56,3,,7581.131391,7849.53612,3.32
118129,1,1,,,29746.5107,0,
118130,2,16,,,9888.993424,10530.72641,1.66
118131,1,43,1,,20471.74924,21860.03519,5
118132,1,13,,,7119.114972,7692.853163,2.98
118133,2,12,,,93556.81166,97567.95461,2.95
118134,1,80,1,,9064.072343,10898.32017,5
118135,2,49,1,,13783.84582,14759.64335,2.24
118136,1,41,3,,27650.09277,27345.66829,
118137,1,8,,,8899.275969,9554.498409,0.17
118138,2,53,3,,4691.22598,5217.163156,0.76
118139,1,7,,,10038.87633,10788.1887,2.63
118140,2,54,2,,8953.951083,9491.602196,0.92
118141,2,7,,,17889.78533,19355.28881,2.08
118142,1,73,2,,3643.76313,4211.200858,1.49
118143,1,6,,,7448.584827,7730.796092,
118144,2,80,2,,12316.7894,13588.40604,
118145,1,60,3,,3000.127147,3060.424998,0.45
118146,1,80,1,,30957.28258,35797.12309,4.37
118147,2,30,3,2,11633.73921,12781.00658,5
118148,2,10,,,4488.525969,0,1.39
118149,1,80,2,,14975.11254,17360.92645,2.8
118150,2,60,2,,42522.47236,45941.16315,2.02
118151,1,3,,,20879.24515,0,0.18
118152,2,2,,,6966.381116,8251.074497,1.53
118153,2,59,1,,5045.496461,0,5
118154,2,70,1,,28141.78557,29828.45489,5
118155,1,66,2,,10860.96299,0,
118156,2,48,1,,49801.40873,53805.47245,2.44
118157,1,4,,,8732.627439,9680.818918,0.95
118158,1,0,,,10597.96353,11250.63936,4.74
118159,1,9,,,8638.027112,9551.302926,2.37
118160,1,9,,,15352.14948,16372.19027,0.8
118161,2,60,2,,6577.704989,7049.863583,1.32
118162,1,59,3,,34553.34277,36235.48747,0.88
118163,1,51,3,,12779.71024,13266.1211,0
118164,1,49,1,,29868.39823,31097.25372,5
118165,1,22,3,,9267.717338,9761.786242,3.88
118166,1,36,1,,54120.70465,58340.23316,
118167,1,57,2,,10437.29167,0,5
118168,2,10,,,28290.79264,35059.33013,
118169,1,80,1,,15847.42171,0,3.34
118170,2,11,,,8973.28308,9717.186841,0.32
118171,2,30,1,2,48285.32057,49981.58501,0.61
118172,2,43,3,2,6671.230762,7278.053576,0.04
118173,1,4,,,2368.914529,0,2.58
118174,1,3,,,12667.34731,12439.84643,
118175,2,11,,,13322.96118,13892.51221,2.04
118176,2,18,,,5727.102619,6617.606289,5
118177,1,1,,,23814.42006,26008.19518,2.85
118178,1,62,1,,10237.81427,10973.16372,2.48
118179,2,48,1,,43297.30191,47442.93135,1.55
118180,1,8,,,4119.35427,4387.590575,1.18
118181,2,17,,,30811.49141,33220.42119,5
118182,2,18,,,140961.2075,148944.3265,3.37
118183,1,51,3,,6258.757657,6729.629837,
118184,1,38,1,,11442.80745,12365.60893,0.6
118185,2,32,3,2,13655.02682,14283.21338,2.28
118186,2,3,,,7766.499564,9386.134657,4.08
118187,1,4,,,8464.732105,9318.899066,5
118188,2,6,,,8144.339659,10104.90322,5
118189,2,40,1,3,52146.92703,58201.08915,5
118190,1,45,1,,11987.30226,12710.43022,
118191,2,34,2,2,13667.01091,14705.16587,1.98
118192,1,18,,,7756.233086,0,1.1
118193,1,51,1,,144350.7383,158727.9188,5
118194,1,74,1,,6257.977377,6450.224117,
118195,2,41,1,3,21951.22495,0,5
118196,2,27,1,1,12443.93224,13631.89639,2.99
118197,2,62,3,,25437.31809,36473.56405,0.65
118198,1,5,,,6717.914642,7548.939527,
118199,2,22,3,2,17198.45182,18556.44138,
118200,2,13,,,19099.83144,21102.73157,5
118201,1,25,3,,10132.45063,11704.51931,1.2
118202,2,9,,,12459.43536,13870.19996,
118203,1,7,,,13205.13654,16163.65387,1.35
118204,1,65,2,,82405.72597,91601.59503,5
118205,2,44,2,2,21738.49469,22976.86574,0.1
118206,1,4,,,3241.18721,3595.592694,0.73
118207,2,80,1,,8497.357499,9435.661936,
118208,1,14,,,11932.65221,13026.08395,1.87
118209,2,75,2,,16304.18675,18765.60016,2.12
118210,1,53,1,,5546.861287,6099.41293,0.89
118211,2,50,1,,10737.55598,12118.82591,2.98
118212,2,17,,,11819.82876,12003.07636,
118213,1,80,2,,17244.93832,0,
118214,2,6,,,3729.58251,3936.278264,0.61
118215,1,65,1,,64318.01985,0,5
118216,2,55,1,,38498.98383,41058.18255,3.82
118217,1,48,2,,11702.99667,12749.27722,0.87
118218,2,2,,,7503.20457,8484.872612,0.22
118219,1,61,1,,10206.49149,11136.96942,2.15
118220,2,39,1,2,16346.48257,16836.4745,3.47
118221,1,52,1,,9257.153297,9537.353182,3.04
118222,1,8,,,9099.134202,9624.24844,4.23
118223,2,2,,,9702.374585,10746.84755,0.02
118224,2,18,,,6467.46639,0,
118225,1,7,,,8524.793717,0,
118226,2,59,1,,76857.73618,76206.0859,3.39
118227,2,29,3,2,15774.67442,16819.91613,0.09
118228,2,65,1,,2715.886473,2816.078626,0.93
118229,1,69,1,,40146.52685,43133.94324,5
118230,2,7,,,58627.36522,67465.61823,5
118231,1,34,1,,32327.02731,33284.45541,0.43
118232,2,25,1,1,14344.09221,15684.57352,1.49
118233,1,9,,,3897.797139,4153.132279,
118234,1,52,1,,9545.833149,10238.8293,1.04
118235,1,23,1,,18452.91646,20278.85373,
118236,1,10,,,7168.15889,7743.559729,0.04
118237,1,48,1,,10819.20857,11604.64759,5
118238,1,24,3,,12062.92247,13893.02759,2.94
118239,1,58,1,,6931.962593,7341.360583,2.4
118240,2,60,2,,4369.641127,4652.748736,
118241,1,3,,,11294.56634,0,2.03
118242,1,76,1,,43065.46235,44154.54192,5
118243,1,15,,,10952.49406,11696.08864,1.04
118244,2,60,1,,50484.9191,51401.38017,3.67
118245,2,21,3,2,25721.02045,28208.66706,1.22
118246,1,20,3,,30742.34606,33573.52591,
118247,2,74,1,,51703.06106,54752.09559,1.97
118248,1,61,2,,11388.92813,11903.16655,
118249,1,42,1,,87593.37273,0,5
118250,1,71,1,,72499.90384,82214.11178,5
118251,2,1,,,5434.908154,5907.429247,0.51
118252,1,4,,,19293.80234,21507.8074,2.06
118253,2,47,1,,9390.163828,10121.3758,5
118254,2,63,1,,23886.33541,25459.79696,5
118255,2,15,,,5854.025838,6223.612734,0.92
118256,1,47,1,,7000.045754,7599.227356,5
118257,2,32,2,2,12788.99605,13225.02398,1.07
118258,2,29,1,2,63851.15589,67830.93698,3.05
118259,2,20,3,2,11103.01713,12086.51623,
118260,2,12,,,5826.563036,6320.335841,0.12
118261,2,3,,,12369.50681,13910.05268,0.33
118262,1,28,3,,38781.86312,43362.90613,1.82
118263,2,38,1,2,35278.31093,36498.07898,4.25
118264,1,42,2,,90030.32614,98036.72478,4
118265,1,36,1,,21445.11117,23195.05349,2.69
118266,1,68,2,,18041.23109,19433.85439,0.52
118267,2,47,3,,13084.64541,14214.68943,0.75
118268,1,64,1,,14145.3476,0,
118269,2,40,2,2,17580.88328,17253.52411,3.4
118270,1,17,,,29205.92136,31162.94756,4.64
118271,2,61,2,,2272.872614,2376.116302,1.29
118272,1,8,,,5886.46814,6269.772018,0.31
118273,2,17,,,2714.339676,2971.548506,3.26
118274,1,43,1,,23753.88191,25801.15068,0.68
118275,1,19,,,51980.48164,54442.19648,
118276,2,31,3,2,12562.83544,13437.25144,2.28
118277,2,80,2,,21126.45572,0,
118278,1,7,,,3946.771621,0,0.69
118279,2,65,1,,89999.44798,89128.15772,5
118280,2,38,1,3,19585.37864,22023.99493,4.41
118281,2,13,,,9998.441474,11025.07951,3.63
118282,1,34,3,,90320.6611,98505.76844,4.56
118283,2,37,1,1,64495.41505,68568.77366,0.64
118284,2,43,1,2,21363.81818,22773.5931,0.94
118285,1,70,1,,39333.98045,43227.55311,2.99
118286,2,45,1,,54739.05798,55524.1592,0.1
118287,1,4,,,2833.180449,0,1.75
118288,1,19,,,3415.030534,3729.208983,0.03
118289,2,66,2,,20774.49602,0,0.66
118290,2,6,,,5389.39875,5804.253325,2.37
118291,2,19,,,28174.10609,30695.26255,1.61
118292,2,41,1,2,18662.41924,18102.60262,0.56
118293,2,61,2,,11800.40827,12037.34319,3.48
118294,1,7,,,10745.41534,11881.49976,3.11
118295,1,59,1,,3093.80657,3367.583975,
118296,2,80,2,,17318.58055,21550.48854,1.41
118297,1,64,1,,4120.987376,4418.962489,0.56
118298,1,67,1,,92654.3465,99227.18966,5
118299,1,54,1,,189092.1816,208118.4173,4.74
118300,1,80,1,,11918.8221,14347.91644,5
118301,2,43,3,3,8496.786377,9101.61297,1.06
118302,2,41,2,2,35831.52445,43286.83865,2.29
118303,2,7,,,14904.44477,15743.13657,0.43
118304,2,75,2,,34225.47247,35831.5674,2.4
118305,2,77,1,,34313.58045,37249.98978,5
118306,2,24,1,2,20399.40169,21599.10663,3.19
118307,2,11,,,12107.13374,13664.34088,1.58
118308,1,65,1,,3496.627668,3685.535167,0.92
118309,1,5,,,26165.14715,30101.06566,
118310,2,2,,,7130.804365,0,1.41
118311,1,2,,,10237.06927,11596.31935,5
118312,2,54,1,,88617.02029,0,5
118313,2,8,,,15596.38603,16783.97099,5
118314,1,10,,,28495.83889,35121.37127,5
118315,1,29,2,,80429.38066,97420.59274,5
118316,2,60,1,,11697.02409,12557.22918,5
118317,1,33,3,,51474.23945,53597.41546,2.02
118318,2,48,1,,27930.77501,31065.92586,0.03
118319,1,27,1,,87303.66442,96888.01891,5
118320,2,35,1,2,9111.796307,9946.215497,
118321,2,1,,,22047.81767,26521.67765,
118322,2,80,2,,18091.03832,21610.03089,1.16
118323,2,5,,,9165.992682,10532.50291,1.32
118324,2,52,1,,13146.19784,13541.75834,0.96
118325,2,15,,,16371.28409,18088.05563,3.59
118326,2,15,,,15428.37604,17012.5587,3.4
118327,1,8,,,10994.21437,11963.09841,1.59
118328,1,77,1,,46205.0507,49502.28027,5
118329,1,13,,,65253.80184,73419.17756,3.98
118330,1,58,1,,7836.120889,8234.41743,3.65
118331,1,74,2,,21660.80012,25063.36606,2.16
118332,2,19,,,3693.849565,4199.590972,2.29
118333,1,55,1,,6718.8357,6998.241208,5
118334,2,0,,,5680.380095,5966.829468,0.49
118335,2,4,,,10436.88509,12053.0931,0.35
118336,2,71,2,,10806.91794,12016.39304,0.89
118337,2,33,2,2,7370.69976,7742.496057,2.36
118338,2,80,1,,24296.50527,28455.14994,2.71
118339,2,10,,,35527.73876,42936.97225,3.48
118340,2,34,3,2,8915.079022,9392.737677,0.33
118341,1,6,,,4927.467516,0,3.11
118342,2,40,1,2,12275.07226,13340.20772,
118343,1,37,1,,17395.87729,18815.39811,2.99
118344,2,45,1,,16449.15551,18229.50323,1.15
118345,2,6,,,5355.988982,6651.285119,1.06
118346,2,14,,,29926.23326,36289.43043,4.17
118347,1,76,1,,9375.835182,10152.09289,2.12
118348,2,80,2,,14318.33756,15534.68908,2.04
118349,2,48,2,,9363.924129,10030.47617,0.4
118350,2,56,2,,15129.31046,15247.91553,3.11
118351,1,61,2,,18957.3801,20033.7053,1.89
118352,2,62,2,,50351.8826,67833.10227,1.28
118353,1,61,3,,6835.745552,7274.059873,2.07
118354,2,80,2,,6391.404054,0,2.79
118355,1,13,,,59620.38214,61655.3397,2.15
118356,2,5,,,2947.713281,3240.485579,0.66
118357,2,2,,,6607.887571,7462.022521,4.22
118358,1,51,1,,156143.6148,176314.6122,5
118359,1,23,3,,11319.47839,12144.5293,0.45
118360,2,13,,,7171.732055,7710.817972,1.04
118361,2,80,2,,13472.73003,18407.97859,
118362,2,80,1,,31254.93141,35261.00534,4.25
118363,1,39,1,,16388.8636,17514.16005,4.81
118364,1,65,1,,3152.846517,3380.818532,1.37
118365,1,80,2,,18290.08609,0,2.8
118366,2,13,,,18203.7922,19354.54319,1.81
118367,2,28,3,2,4182.128325,4707.514335,
118368,2,55,2,,18730.62837,0,2.43
118369,2,42,3,2,7199.717423,7299.549028,2.34
118370,2,43,3,2,22473.73678,23520.67943,0.59
118371,1,80,2,,13725.44507,17088.64622,5
118372,2,7,,,15044.92684,16306.80487,2.31
118373,2,19,,,26410.17896,27483.5461,2.65
118374,1,28,3,,37737.72993,40267.22262,3.4
118375,1,34,1,,15662.6656,17179.74435,1.06
118376,2,2,,,3121.057322,3524.652113,1.67
118377,1,1,,,6373.988121,0,1.57
118378,2,23,1,1,65672.4584,72060.13908,3.11
118379,1,14,,,11713.57921,13359.73886,
118380,1,70,2,,4333.211409,4620.722432,4.23
118381,2,55,1,,6860.130771,7439.525382,4.91
118382,1,80,2,,5889.262054,7081.040506,4.31
118383,1,14,,,5385.798536,5668.469583,1.94
118384,1,47,1,,27066.70745,28337.94788,5
118385,2,39,1,2,13360.02589,13664.57419,5
118386,1,59,3,,20470.90002,23009.18502,2
118387,1,80,1,,15075.86847,17234.52112,5
118388,2,2,,,5265.395274,5658.687085,
118389,1,11,,,32197.78781,35919.52151,5
118390,2,3,,,14301.00042,14905.72801,2.58
118391,2,34,3,2,3785.598462,3914.344012,3.28
118392,2,13,,,32459.62016,35060.0409,5
118393,2,69,3,,6677.376169,7282.166023,3.2
118394,1,3,,,9845.613934,11207.67901,0.99
118395,2,56,3,,23003.55329,23881.08664,0
118396,2,57,2,,10932.7463,10962.81985,
118397,1,10,,,12951.23922,13593.28391,0.85
118398,2,3,,,4665.779114,5172.694562,0.24
118399,1,66,2,,10650.88213,11334.36422,3.52
118400,1,1,,,13319.79722,15909.55103,
118401,1,8,,,7932.408947,8368.093498,1.8
118402,1,53,3,,13189.36101,14067.70753,
118403,1,10,,,13829.93016,16901.1918,5
118404,1,7,,,18455.83916,19170.73082,3.2
118405,1,0,,,7822.659108,0,0.07
118406,1,42,1,,31531.0537,34022.7522,5
118407,2,51,1,,23195.09522,25099.40805,
118408,1,26,3,,10703.075,11472.90062,1.94
118409,2,37,1,2,66070.53298,65324.82184,5
118410,2,17,,,18562.28836,21200.78264,
118411,1,67,1,,19328.45297,21018.45122,3.6
118412,2,68,2,,12856.14723,13020.46304,3.73
118413,2,80,1,,22439.35113,0,4.43
118414,1,65,2,,16463.09048,17570.31386,1.72
118415,2,62,1,,44547.99198,0,1.81
118416,2,80,1,,15011.194,17041.32542,4.43
118417,1,38,3,,6672.515314,7148.636288,2.67
118418,1,56,2,,42099.42636,46010.36269,0.62
118419,2,31,1,3,11823.62422,12943.69674,1.52
118420,1,2,,,21252.69971,24466.30422,1.67
118421,2,2,,,3655.073309,4219.243416,2.32
118422,1,7,,,6752.024994,7477.687012,0.85
118423,2,41,2,2,51994.09203,54345.41564,3.92
118424,2,71,2,,17990.06776,19442.6861,0.82
118425,2,80,2,,24456.73821,30104.01474,1.58
118426,1,80,2,,19050.76592,21902.99437,2.44
118427,2,14,,,6316.200212,0,4.76
118428,1,2,,,3982.426026,4621.750005,2.6
118429,1,5,,,5145.784018,5920.786789,
118430,2,3,,,10771.54266,12005.96957,1.18
118431,1,7,,,16519.13319,19259.50728,2.32
118432,1,19,,,4123.379351,4403.326776,0.92
118433,1,48,1,,14083.71212,15705.98978,
118434,2,1,,,2529.575964,2801.888035,0.33
118435,2,61,2,,14970.97606,15821.17411,
118436,1,64,1,,8384.141594,8711.579934,2.43
118437,1,66,1,,6235.798836,6968.616521,
118438,1,5,,,3194.009723,3265.811848,0.5
118439,2,78,1,,26488.19034,30808.44909,1.17
118440,2,14,,,21160.45288,22372.42818,2.06
118441,1,1,,,33853.66342,39406.24026,5
118442,1,27,3,,15940.54364,17008.20295,3.92
118443,2,0,,,3343.032518,3558.015947,1.19
118444,1,7,,,2389.368235,2729.260458,0.19
118445,2,26,3,2,20657.44273,21896.74666,
118446,2,0,,,10931.6105,11814.64432,5
118447,2,6,,,3810.983391,3947.360648,1.02
118448,1,3,,,15071.46523,16399.31296,0.87
118449,1,58,3,,6494.498221,6774.103779,2.14
118450,1,21,3,,309045.4974,365977.6276,5
118451,1,32,3,,31630.42087,35050.7554,1.98
118452,2,63,1,,15459.11583,17138.33781,0.76
118453,2,80,2,,5892.845227,0,5
118454,2,19,,,27757.23193,27499.56558,
118455,2,7,,,12819.10079,13678.00036,0.73
118456,2,2,,,8241.360621,9922.564054,4.69
118457,1,80,2,,24982.30538,30099.34935,2.64
118458,2,65,2,,21734.81105,21753.30817,0.9
118459,1,80,1,,15058.13235,18088.16593,
118460,1,35,1,,24670.92805,25603.10845,2.4
118461,2,9,,,6183.598085,0,0.8
118462,1,50,3,,3713.618878,4002.327879,3.48
118463,1,62,1,,3125.402613,3218.747846,0.74
118464,2,59,1,,11444.75949,13173.26008,4.14
118465,1,18,,,7090.855688,7259.861962,0.48
118466,1,80,1,,6830.171802,8219.033254,1.7
118467,2,7,,,3234.533108,3864.28148,0.83
118468,1,18,,,6796.153719,7075.498904,0
118469,2,13,,,2596.767235,2697.433605,
118470,2,4,,,17364.28488,20346.2474,0.49
118471,1,61,1,,9268.597833,9967.930215,
118472,1,16,,,18535.38142,19149.55911,
118473,2,11,,,23035.90866,0,0.9
118474,2,8,,,7670.219791,8606.804111,4.34
118475,1,67,1,,3315.320806,3473.841637,2.54
118476,1,42,1,,200003.5138,204031.4029,5
118477,1,11,,,3854.189047,4036.920477,3.13
118478,1,63,1,,5233.428291,5721.319067,
118479,1,68,2,,10518.85493,11045.47592,0.98
118480,1,47,3,,7362.727286,7489.813425,
118481,1,11,,,21778.11628,23365.65468,2.65
118482,2,38,1,2,36005.7189,36385.18166,1.19
118483,1,4,,,21031.53267,23765.68086,1.01
118484,1,54,1,,17375.73496,17939.93025,0.94
118485,2,9,,,4491.215273,4790.839392,0.21
118486,1,20,3,,162048.5402,179486.9798,4.74
118487,1,14,,,15074.07882,16161.15302,3.88
118488,2,35,1,2,8766.823877,8983.41232,4.09
118489,2,57,1,,10672.46632,10970.01012,2.49
118490,2,19,,,13214.9353,13900.24443,0.29
118491,1,72,1,,7549.267891,8135.388432,1.03
118492,1,33,1,,25547.60164,26304.2438,1.21
118493,1,78,1,,56007.58,57810.49183,3.08
118494,2,44,1,2,19025.96225,22075.34258,4.32
118495,2,31,2,2,21389.16968,22160.58149,1.77
118496,1,57,2,,8242.20945,8949.066096,2.55
118497,1,15,,,10238.27448,10975.86425,0.87
118498,1,4,,,18743.06916,21592.64758,0.95
118499,2,5,,,7010.814657,8667.026001,
118500,1,57,3,,3859.05183,3925.66193,
118501,1,11,,,3489.365602,3787.034385,1.17
118502,1,12,,,7916.23901,8284.600797,1.68
118503,2,33,1,2,33645.97013,34582.77385,
118504,1,25,1,,19314.57424,22207.53581,0.51
118505,2,65,1,,9808.353121,10438.86751,1.54
118506,1,3,,,2761.380381,3028.696037,0.56
118507,1,15,,,14749.75472,15492.68032,0.92
118508,2,0,,,7108.131891,7798.085932,2.19
118509,1,74,2,,5563.670723,0,
118510,2,6,,,20700.40666,23336.5881,5
118511,1,14,,,11295.68552,12062.5803,0
118512,1,52,1,,17748.68067,18569.01277,0.43
118513,2,80,2,,19030.43493,22746.86013,2.08
118514,2,48,3,,18894.26164,20135.00583,1.66
118515,1,76,1,,8141.63928,8778.571291,0.89
118516,1,17,,,28456.79761,30270.86313,1.45
118517,2,16,,,47363.65749,48583.43215,3.84
118518,2,39,2,2,7721.366003,8047.985635,0.78
118519,1,5,,,10890.12861,12909.91967,4.17
118520,2,64,2,,4835.628205,5050.75021,0.82
118521,2,55,2,,4345.426331,4407.299355,0.96
118522,2,71,3,,10841.48073,12032.78857,3.11
118523,2,54,2,,14345.77455,14454.26564,4.16
118524,2,11,,,10658.5321,11312.19288,2.52
118525,1,69,1,,30115.5539,32731.52949,3.37
118526,1,17,,,101215.4948,108278.2732,4.86
118527,2,80,2,,26911.65959,0,2.96
118528,1,34,3,,19002.15549,20254.81586,1.11
118529,2,0,,,9816.936637,10658.88158,2.73
118530,1,25,1,,18093.02122,20548.97075,1.32
118531,1,0,,,1997.981831,1952.368782,
118532,1,80,1,,10853.43962,12020.07951,1.23
118533,1,68,1,,29002.66678,29339.46517,2.13
118534,2,14,,,5476.743905,5664.952346,0.62
118535,1,10,,,9416.709743,10714.4497,2.43
118536,2,61,1,,89842.67734,92708.96365,5
118537,1,25,3,,4365.953943,4867.016828,1.92
118538,2,4,,,5446.002397,6722.22471,1.83
118539,1,28,1,,59348.01871,68619.36624,3.25
118540,2,80,2,,23531.13442,0,0.78
118541,1,46,1,,14040.68698,14159.11663,
118542,2,4,,,15998.62158,18476.09453,0.87
118543,2,80,1,,13847.10205,0,
118544,2,33,1,2,15988.32373,16805.35283,1.01
118545,1,0,,,7627.100453,8524.843128,4.7
118546,1,5,,,6127.354006,7167.373475,0.47
118547,2,5,,,5391.765989,6112.730197,2.31
118548,1,37,3,,14560.66436,16690.24067,0.34
118549,1,3,,,2836.727855,3131.915981,1.17
118550,1,24,3,,15617.59875,16638.21095,0.58
118551,1,9,,,6319.975202,7336.031426,1.76
118552,1,39,1,,11028.83159,11999.67968,1.65
118553,2,57,1,,16146.44354,18576.88235,5
118554,2,40,1,2,23084.76709,22790.32753,4.93
118555,1,8,,,10314.39076,0,
118556,1,63,2,,11941.69053,12843.38695,
118557,2,8,,,15336.97761,16186.96234,1.08
118558,1,14,,,5442.887353,5964.311317,2.77
118559,2,46,2,,44576.53872,0,
118560,2,2,,,12802.50797,15233.19223,5
118561,2,55,1,,11063.04989,11529.66359,2.43
118562,1,51,2,,10330.92957,0,0.96
118563,1,57,1,,65045.51184,70785.3475,5
118564,1,80,1,,8845.540223,10213.58089,1.1
118565,2,53,1,,18552.03095,20677.06331,0.59
118566,2,30,3,3,31635.61717,0,
118567,1,33,1,,13522.2922,14612.60966,
118568,2,0,,,2143.99683,2330.338451,0.8
118569,1,61,2,,5090.936117,5245.686529,1.12
118570,2,16,,,24751.0937,26423.54279,1.11
118571,2,77,1,,15293.62285,16624.49414,2.41
118572,1,8,,,2198.707588,2560.594657,0
118573,2,57,1,,26426.49583,27929.47149,2.6
118574,1,54,1,,8708.967436,0,4.47
118575,2,42,1,3,13876.16864,15080.23481,
118576,1,50,1,,14100.40745,14991.50494,2.45
118577,2,80,2,,19238.76873,21877.52434,1.48
118578,1,53,1,,16380.28586,16553.84681,4.33
118579,1,72,2,,3619.906039,3670.457085,1.82
118580,2,25,3,2,85429.66567,90426.70869,
118581,1,71,1,,5697.66836,6075.711872,3.46
118582,2,29,3,2,9783.389644,10327.43417,2.89
118583,2,8,,,4814.150813,5209.055538,
118584,2,4,,,6266.713235,7039.506144,1.39
118585,2,80,2,,43768.77674,47444.73675,0.99
118586,2,37,1,2,31635.61717,33784.00819,0.7
118587,2,67,3,,3106.924819,3367.157908,
118588,1,60,1,,78526.53449,83028.34131,
118589,2,70,3,,10318.98525,11831.34398,3.46
118590,2,74,1,,51200.67005,0,5
118591,1,9,,,21243.78896,21927.08413,4.63
118592,2,54,1,,311265.1521,321573.5192,0.72
118593,2,2,,,7103.946328,8280.792367,3.19
118594,1,20,3,,19623.90878,23554.03503,2.94
118595,2,71,1,,70577.43374,76096.8231,4.93
118596,2,80,2,,15417.48868,20777.83716,0.84
118597,2,28,1,1,3772.377394,4068.696284,2.19
118598,2,52,3,,6356.420309,6527.53196,2.2
118599,1,69,1,,2681.333578,2825.772177,2.61
118600,1,35,1,,44404.91994,48079.51404,5
118601,2,55,1,,24888.69669,23683.44385,5
118602,2,69,1,,11017.40654,12023.04713,2.59
118603,2,0,,,13714.2483,14770.66439,4.9
118604,2,58,1,,12575.99504,14373.72505,2.73
118605,1,18,,,11365.17566,11914.54365,0.24
118606,2,32,1,1,6151.9147,6487.34375,1.53
118607,1,48,1,,9952.213851,10321.38161,1.92
118608,2,80,2,,15228.39292,0,
118609,2,53,2,,23924.62596,25052.83435,4.28
118610,1,59,2,,57923.1492,61167.05157,5
118611,2,59,1,,78739.51443,78532.63947,5
118612,2,33,3,2,11166.23367,11591.37149,1.18
118613,1,12,,,23676.04744,24619.95319,
118614,2,66,1,,6361.888319,6644.908873,2.54
118615,2,4,,,4162.07301,5007.918463,5
118616,1,37,1,,22460.26644,24286.00145,5
118617,2,0,,,3655.526106,3827.248925,0.58
118618,2,57,1,,24044.66183,24522.21169,5
118619,1,1,,,13050.40097,14445.84619,1.46
118620,2,77,2,,16707.12899,18300.28842,4
118621,2,46,1,,16527.8655,17207.00639,0.87
118622,2,69,3,,6301.109997,6720.357417,0.7
118623,1,80,1,,11137.63322,11722.94166,1.45
118624,1,26,3,,15032.58421,16801.3448,5
118625,2,12,,,28027.98652,29289.17495,4.64
118626,1,12,,,12115.41395,12970.86406,1.83
118627,2,1,,,12752.26286,12978.75767,0.27
118628,2,44,1,2,12063.26086,13023.55821,0.72
118629,1,24,3,,30390.16019,32605.11565,
118630,1,42,1,,15766.16405,16412.87422,
118631,1,2,,,6316.220844,7119.319133,
118632,2,80,1,,11226.65442,12297.20643,0
118633,1,59,1,,49141.8091,51735.78837,4.81
118634,2,74,1,,12580.12511,13262.75665,0.77
118635,1,0,,,8146.524195,9373.42048,0.6
118636,2,60,2,,6232.12854,6379.316219,1.06
118637,1,9,,,7290.092957,7877.687663,
118638,2,70,1,,17943.46431,20311.34732,3.86
118639,2,2,,,14638.53411,0,5
118640,1,56,1,,7863.928432,8557.543169,3.15
118641,2,28,3,2,12983.03428,14054.28092,0.73
118642,2,14,,,23240.21011,23971.61044,2.69
118643,2,50,3,,7959.666833,8543.935962,5
118644,1,16,,,5498.099898,5642.894306,0.86
118645,1,16,,,22102.26951,22275.28796,5
118646,1,7,,,31562.63798,33888.09177,1.73
118647,2,55,2,,8208.284274,8560.424767,5
118648,1,47,1,,13335.79189,14229.27998,0.92
118649,2,5,,,16255.84122,19047.4511,0.71
118650,1,39,1,,23864.33912,25141.48338,0.52
118651,2,51,2,,16363.23413,16598.82088,0.96
118652,2,1,,,18891.89712,18927.11012,0.5
118653,1,8,,,11730.66451,13333.21592,0.78
118654,1,28,1,,9751.530002,10735.3771,0.56
118655,2,58,3,,12137.81438,13513.10913,0.78
118656,1,64,2,,16596.72681,17166.1206,2
118657,2,0,,,3848.438472,0,4.6
118658,1,30,3,,15882.97007,17230.54319,1.84
118659,1,80,1,,6109.012045,7624.220672,0.86
118660,2,10,,,46364.81199,51038.67633,0.81
118661,1,4,,,17987.12622,17729.87757,1.04
118662,2,70,1,,86198.16517,91843.53,4.65
118663,1,26,1,,11259.92029,11860.05824,0.98
118664,1,32,1,,12637.6583,13963.16675,1.32
118665,1,70,1,,55539.06481,58335.50371,5
118666,1,9,,,8144.401222,9195.847588,1.79
118667,2,15,,,19639.22101,20301.88942,1.22
118668,1,3,,,26073.42681,29561.89352,1.59
