SEQN,RIAGENDR,RIDAGEYR,DMDMARTZ,RIDEXPRG,WTINTPRP,WTMECPRP,INDFMPIR
121647,2,63,2,,4970.491528,5120.882849,1.35
121648,1,61,2,,8000.751461,8453.640572,5
121649,1,80,2,,4118.299948,5051.314146,1.44
121650,1,38,1,,23884.7382,26508.05313,2.67
121651,1,66,2,,5433.01297,5598.161574,2.9
121652,2,31,1,3,52829.63749,51911.99349,2.08
121653,1,42,3,,10544.19026,10876.12797,5
121654,2,45,1,,7041.572784,8139.438539,3.08
121655,2,3,,,13048.99649,0,
121656,1,6,,,4168.436877,4422.683356,1.16
121657,2,49,1,,28814.56328,29144.1251,3.47
121658,2,9,,,8374.078246,9236.711786,1.96
121659,1,5,,,11237.7065,13082.96541,2.67
121660,2,66,3,,9106.022269,9594.505092,0.66
121661,2,7,,,4671.543107,5187.229678,
121662,1,29,1,,15283.43172,17981.68007,2.66
121663,1,34,1,,16230.56812,17457.33451,4.64
121664,1,40,3,,19197.44634,20189.46336,1.61
121665,2,29,3,2,42698.82485,46117.26177,2.52
121666,2,14,,,11148.71695,13519.262,5
121667,2,10,,,11652.81155,12761.29851,
121668,1,67,1,,10762.93976,11619.76255,1.52
121669,2,61,1,,117528.369,119690.6362,3.08
121670,1,60,1,,103661.6936,102709.2022,5
121671,2,34,3,2,8410.361886,8904.588161,0.59
121672,2,10,,,15897.59626,17914.04353,1.81
121673,2,20,3,2,27046.89249,30320.10805,1.7
121674,2,34,1,2,10884.50933,11915.61786,0.48
121675,1,60,1,,24521.34484,26397.3977,
121676,1,80,2,,32758.727,0,4.98
121677,1,11,,,19439.36405,21586.41337,1.29
121678,2,41,1,3,24077.39241,0,
121679,1,2,,,1554.317975,1703.154723,
121680,1,10,,,15674.62807,17218.07721,
121681,2,80,2,,54263.38013,63921.47421,1.79
121682,1,76,1,,78566.14584,86924.19661,5
121683,1,9,,,6144.240713,6602.540122,2.2
121684,2,13,,,17954.31514,24842.70086,5
121685,1,7,,,7499.451417,0,
121686,1,10,,,4672.257188,5198.68182,1.58
121687,2,26,3,2,139777.8724,150975.5494,2.06
121688,1,20,3,,21960.47891,24287.63777,
121689,1,8,,,18455.83916,19170.73082,3.2
121690,2,8,,,8996.89119,9110.874958,0.69
121691,1,4,,,19740.97461,22580.09314,1.81
121692,1,58,2,,22012.67222,22637.15775,3.85
121693,2,80,2,,13635.46392,14934.24551,5
121694,2,76,1,,11394.19109,12131.62304,5
121695,1,47,3,,12216.01928,13263.67216,1.24
121696,1,40,2,,8653.777056,9142.094183,4.4
121697,1,68,1,,11865.96199,12807.63396,1.83
121698,1,6,,,2331.376944,2853.61666,5
121699,2,71,1,,88900.63351,102562.5222,5
121700,1,47,1,,29858.48159,30028.90093,5
121701,1,17,,,6169.308946,6594.073038,3.08
121702,2,16,,,9255.521531,9298.982031,5
121703,2,8,,,7556.315815,8205.040665,0.51
121704,2,12,,,88410.29373,90553.37008,5
121705,1,52,3,,16305.85453,16659.91818,0.47
121706,2,0,,,7783.548868,8132.262557,2.14
121707,1,30,1,,29719.45364,0,0.73
121708,2,65,1,,7462.541623,8042.98473,1
121709,2,0,,,9894.585729,0,3.98
121710,1,25,3,,34051.96487,37489.73158,3.32
121711,2,38,1,2,35573.9217,34956.00726,2.72
121712,2,3,,,4772.59662,5465.986593,0.34
121713,1,9,,,32516.88967,36477.84116,0.28
121714,2,27,3,2,8815.668975,9517.084623,0.18
121715,1,3,,,9207.614048,9810.789216,3.82
121716,1,78,2,,10697.72729,11004.87401,1.29
121717,2,2,,,12555.12668,14078.18073,2.65
121718,1,0,,,1820.079978,1973.391087,1.4
121719,1,50,1,,93520.02334,96173.12701,3.49
121720,2,79,2,,24726.90748,29194.76498,4.2
121721,2,57,1,,9362.926774,9933.074006,5
121722,1,79,2,,13467.78142,15252.79617,3.92
121723,2,11,,,16085.55816,17158.68,1.39
121724,2,0,,,17320.47956,19835.21112,5
121725,2,3,,,5577.136807,6062.594583,1.18
121726,1,80,2,,34952.82456,0,5
121727,2,71,2,,12295.38426,13283.04208,3.13
121728,1,62,2,,18226.14428,18779.57654,1.2
121729,2,9,,,3071.245663,3092.846333,
121730,2,54,1,,25782.16463,28148.19178,1.72
121731,2,42,3,2,68777.78896,73039.92223,0.69
121732,1,8,,,66648.70156,80232.79945,5
121733,2,31,1,3,5369.801867,0,3.5
121734,2,2,,,11274.92761,13290.18415,0.99
121735,1,80,1,,8577.476443,10886.01106,1.48
121736,2,9,,,3496.176366,3768.511675,2.19
121737,1,19,,,15171.68542,15410.90198,3.82
121738,2,44,1,2,12658.69368,14368.51699,1.15
121739,1,6,,,9248.023542,10253.63723,1.32
121740,1,5,,,11111.91286,13161.02605,4.17
121741,1,77,1,,23494.43599,25952.55511,2.78
121742,1,14,,,3833.562223,4308.630642,0.19
121743,2,11,,,6841.986213,7477.27316,0.64
121744,2,61,1,,5717.597833,5985.358413,3.84
121745,1,2,,,13877.5213,16064.61275,0.63
121746,2,71,2,,19513.86549,21697.79385,1.52
121747,2,56,2,,57309.52657,62951.61175,1.6
121748,2,13,,,11754.78896,12680.01241,3.47
121749,2,14,,,3349.364644,3805.823313,0.65
121750,1,60,3,,5099.917242,5370.623267,0.16
121751,1,52,1,,15880.39849,16614.37985,0.64
121752,2,8,,,8263.057706,9621.705026,
121753,1,20,1,,19498.6192,21765.86379,1.49
121754,1,29,1,,20908.92965,24986.18946,1.22
121755,1,13,,,17687.45389,0,5
121756,2,1,,,3455.853835,0,
121757,1,10,,,3726.8719,4127.410906,2.55
121758,2,30,3,2,67258.15589,69586.9467,1.93
121759,1,2,,,18083.8698,0,
121760,1,14,,,10602.9099,11288.41214,3.73
121761,1,43,1,,15022.62626,16753.05577,0.58
121762,2,27,1,2,50523.87102,51431.08798,4.12
121763,2,42,2,2,32431.29205,36619.20367,0.92
121764,2,20,3,2,62147.04549,67082.70924,1.36
121765,1,6,,,26976.05795,31667.15313,0.76
121766,2,10,,,1797.786885,1862.805617,0.76
121767,2,68,2,,15040.74354,16285.92521,0.36
121768,2,10,,,7924.843101,9247.366295,1.32
121769,2,9,,,45065.3626,52815.15979,5
121770,1,1,,,2808.690025,3236.002479,0
121771,1,41,1,,12188.55332,12845.40161,
121772,1,0,,,5948.973883,6539.723143,1.99
121773,1,42,1,,17914.09837,18561.94498,1.33
121774,1,72,1,,4370.506218,5178.467864,2.19
121775,1,59,1,,14226.70787,14964.43757,5
121776,2,59,1,,16343.04518,18213.77013,3.12
121777,1,16,,,13695.45027,14301.88368,0.01
121778,2,53,1,,17398.85846,18061.02952,
121779,1,24,3,,15022.18524,16098.51675,1.44
121780,1,65,3,,3158.382955,3375.162407,
121781,2,28,1,3,78865.65753,0,
121782,1,35,1,,4919.122024,5330.813016,5
121783,1,73,1,,9759.818825,10470.31648,1.39
121784,2,74,2,,14294.07173,16591.70841,1
121785,1,66,1,,100759.1675,104813.5519,4.29
121786,1,55,1,,12497.2147,13327.49714,0.89
121787,1,12,,,25592.66314,26701.93887,
121788,1,2,,,13846.09084,15409.14971,2.14
121789,1,35,1,,22875.52973,24702.79838,
121790,1,14,,,15826.26491,17805.45386,2.68
121791,2,60,1,,6860.280602,7201.353443,0.97
121792,2,11,,,7066.857313,0,
121793,2,36,2,2,12455.6806,13507.19349,0.96
121794,2,45,1,,104638.1658,0,5
121795,2,9,,,4668.964405,7820.363146,5
121796,1,57,2,,16845.0445,18215.54743,2.88
121797,1,4,,,16903.10415,19472.94585,2.56
121798,2,10,,,5738.070121,6179.764038,0.28
121799,2,30,3,3,18013.96295,18714.25167,5
121800,2,11,,,9174.480035,9728.396312,
121801,2,1,,,11082.15153,13963.13464,5
121802,1,1,,,17292.36548,19276.24226,0
121803,2,6,,,4203.121192,4446.016333,
121804,1,68,2,,5120.915172,0,1.3
121805,1,10,,,11484.15993,12698.34986,2.06
121806,1,6,,,26205.52131,28136.27655,1.22
121807,1,17,,,8359.282541,8410.433267,1.01
121808,1,23,3,,10074.63016,10946.28896,2.36
121809,1,22,3,,18664.35339,20193.51122,2.45
121810,2,31,1,1,71182.40216,71627.08146,3.4
121811,2,4,,,16485.68001,16235.1641,0.54
121812,2,57,1,,37316.76277,40292.31553,1.82
121813,1,53,1,,25485.89582,0,2.43
121814,2,41,3,2,48977.83615,53862.79961,3.3
121815,1,7,,,15668.89427,17799.72436,0.37
121816,1,78,1,,38859.92349,41251.16444,3.25
121817,2,36,3,3,13398.04032,0,0.4
121818,1,44,1,,18374.59341,20074.06188,1
121819,2,9,,,3991.605327,4162.62549,
121820,2,7,,,12534.10164,13069.92925,0.56
121821,2,58,2,,11575.84903,11607.6916,
121822,2,57,2,,9925.845017,10433.21927,5
121823,1,14,,,33756.35669,36722.70356,5
121824,2,50,2,,33036.7613,35443.13022,3.65
121825,2,17,,,11141.82975,13208.22499,5
121826,1,43,1,,7512.406332,8018.677834,1.01
121827,2,66,1,,34356.70623,36316.32939,3.67
121828,2,18,,,8276.260353,8867.510524,0.8
121829,2,5,,,17715.06215,19441.72896,2.24
121830,2,69,1,,41813.69864,44198.65056,3.9
121831,2,77,2,,6538.585961,7072.89014,2.22
121832,1,17,,,3597.604432,3777.060501,0.97
121833,2,55,1,,18679.45288,19184.22844,3.2
121834,1,44,1,,6216.038646,0,
121835,2,80,1,,31249.2863,0,2.37
121836,2,27,1,2,17751.90163,19235.24284,2.51
121837,1,1,,,9108.267965,0,4.72
121838,1,38,1,,42068.29,46861.09211,4.25
121839,2,78,2,,38216.0336,46961.1006,1
121840,2,64,2,,8159.206713,8562.978781,0.74
121841,2,30,1,2,23753.45007,23340.8557,2.06
121842,1,21,3,,7127.192482,8240.378934,
121843,2,16,,,38629.42027,42680.28697,1.09
121844,2,76,2,,29305.91365,32616.32165,1.73
121845,1,32,1,,36769.75815,39295.15085,1.01
121846,2,36,1,2,37048.70353,37831.21916,4.44
121847,2,80,1,,14480.60214,15943.31309,5
121848,1,23,3,,44742.3163,51415.38878,1.36
121849,1,80,2,,16626.232,0,3.6
121850,1,21,3,,17866.10261,21444.1889,3.82
121851,2,29,1,1,43821.5069,46400.29213,5
121852,1,61,1,,67457.99421,0,
121853,2,6,,,3797.933883,4109.478348,0.39
121854,2,28,3,2,25920.14399,28111.22752,1.36
121855,1,30,1,,9444.471964,9945.05537,1.35
121856,2,1,,,10408.34213,11730.59762,
121857,1,11,,,5896.700894,6317.80818,
121858,2,55,1,,111444.8249,0,5
121859,2,15,,,30505.06918,32085.19883,2.89
121860,1,10,,,5845.679538,6611.853392,4.27
121861,1,5,,,4711.119564,5201.355718,2.07
121862,2,13,,,3001.267812,3178.398467,1.06
121863,1,9,,,14183.55053,15007.94612,
121864,1,72,2,,16981.728,18371.21542,1.37
121865,1,25,1,,17676.81269,18705.66649,2.9
121866,2,50,2,,25614.08126,28925.01077,1.53
121867,1,65,1,,3853.79721,4042.649454,1.71
121868,1,31,3,,26123.12778,27050.47704,5
121869,2,7,,,10408.08009,10984.90228,0.02
121870,1,1,,,2863.18964,3126.907629,1.21
121871,2,31,3,2,10421.62608,11394.02739,2.79
121872,1,67,1,,110847.9199,120674.1245,5
121873,2,68,2,,7153.191629,7591.073717,
121874,2,23,3,2,27626.37421,31155.48331,5
121875,1,17,,,15583.25005,16099.60762,1.55
121876,2,49,2,,29053.72194,31439.02689,1.77
121877,2,33,1,2,19363.65147,19989.15747,4.22
121878,1,74,2,,45871.25715,52212.03634,3.46
121879,2,12,,,44749.91994,47070.59181,0.4
121880,1,6,,,7932.408947,8770.176019,1.44
121881,1,11,,,5178.987203,6183.195823,0.33
121882,1,38,1,,21214.26161,22929.39118,
121883,1,70,2,,8707.460918,9232.594201,0.78
121884,2,11,,,11249.49528,11913.38563,
121885,2,27,1,2,44469.49717,50080.44487,1.54
121886,1,12,,,31921.99991,34722.63202,
121887,1,66,2,,2462.979797,2642.257086,3.07
121888,2,64,1,,7568.432626,7748.727908,0.76
121889,2,0,,,1629.015859,1698.332776,1.01
121890,1,1,,,16503.54771,18721.68243,4.9
121891,2,53,2,,34497.08569,36118.18819,0.7
121892,2,28,3,3,18420.22098,19365.10729,2.25
121893,1,34,1,,64922.93044,70806.4254,5
121894,1,57,2,,24462.32145,27288.64872,2.88
121895,1,26,3,,30120.24562,31645.33651,5
121896,1,75,2,,11280.9331,11939.81035,1.15
121897,1,18,,,9625.88739,10269.81452,0.41
121898,2,39,3,3,4966.402765,0,0.29
121899,1,47,1,,8081.13971,8423.530877,5
121900,1,7,,,9318.855484,0,3.11
121901,2,74,2,,15367.34993,17030.2866,2.39
121902,2,17,,,12888.01116,13636.40483,1.26
121903,1,1,,,1932.6283,2133.736392,2.15
121904,2,0,,,7673.450289,7931.416457,3.92
121905,1,63,2,,4116.317466,4237.70057,0.52
121906,1,26,1,,14164.7656,15579.88781,1.94
121907,1,64,2,,7024.60711,7155.343549,1.17
121908,2,16,,,21058.81235,21764.53792,0.05
121909,2,10,,,15750.99795,16637.32635,1.14
121910,2,80,3,,18554.72906,21251.78729,0.29
121911,2,80,2,,10806.91794,12016.39304,1.17
121912,2,0,,,4973.203311,5423.514533,1.1
121913,2,37,1,2,32200.83252,35183.58376,0.88
121914,2,14,,,5075.251162,0,4.27
121915,2,4,,,11393.34598,12578.407,1.22
121916,2,2,,,9325.734964,10974.22533,2.81
121917,2,56,1,,38504.0073,43771.99517,
121918,1,63,3,,5078.137083,5188.752696,0.34
121919,2,18,,,17135.75929,16910.97698,0.1
121920,1,30,3,,83467.56833,92897.98652,5
121921,1,30,1,,25724.38874,28422.50685,3.18
121922,2,41,1,2,83688.30542,99087.21542,5
121923,2,62,1,,12596.69833,13220.1082,4.62
121924,2,29,3,1,4306.913995,4596.414971,1.16
121925,1,47,1,,24819.42213,26363.72272,0.68
121926,2,16,,,43236.11005,48106.32571,5
121927,2,71,2,,8594.047528,9609.079701,4.13
121928,2,60,1,,22805.60209,23621.28064,5
121929,2,64,3,,14900.23965,15511.25531,1.74
121930,1,3,,,13531.64064,0,5
121931,2,23,1,2,9444.68301,10060.40342,4.7
121932,2,21,3,2,10027.7377,10681.46877,2.46
121933,2,0,,,4304.25856,4826.36649,0.56
121934,1,1,,,9022.559517,9983.4283,1.91
121935,1,13,,,7203.841462,7549.808736,3.13
121936,1,60,1,,12783.55168,13748.09365,0.07
121937,1,22,3,,7845.57037,8361.351236,
121938,2,38,3,2,22236.26865,24165.72376,0.6
121939,1,12,,,13043.40606,13930.06843,3.42
121940,2,2,,,9233.055512,9285.913924,1.52
121941,2,80,2,,36556.44099,41545.81416,
121942,1,16,,,142948.1776,146236.656,
121943,1,22,3,,16026.33993,18817.83133,
121944,2,56,2,,48753.26945,49589.57711,0.16
121945,2,80,2,,6651.283829,9198.044665,1.98
121946,1,0,,,3989.212653,4300.704451,4.29
121947,1,13,,,23424.55237,25056.03468,5
121948,2,51,3,,12188.9292,13056.57353,0
121949,2,71,1,,12880.74703,14726.12528,5
121950,2,41,1,2,22512.02206,25163.75189,5
121951,1,60,1,,15902.01752,16704.33035,2.06
121952,2,0,,,5299.248438,5643.702062,2
121953,2,2,,,11834.88138,13264.78535,
121954,2,8,,,15053.25259,16136.35908,1.02
121955,2,0,,,1944.356799,2059.04307,1.62
121956,2,24,3,2,162532.718,172633.164,
121957,2,10,,,11249.49528,11913.38563,
121958,1,30,1,,82701.48834,88726.42182,2.43
121959,1,15,,,20997.33609,25805.7894,4.64
121960,2,11,,,6358.547515,6948.946576,
121961,1,41,1,,73654.08544,77300.94441,5
121962,1,54,1,,16776.71294,17250.00151,0.06
121963,1,5,,,5864.033521,6715.094792,4.62
121964,2,73,3,,20786.59988,23549.66774,1.72
121965,2,73,2,,45333.88543,49085.29987,2.36
121966,1,10,,,12958.02415,14002.46438,
121967,2,69,1,,24394.75448,0,0.91
121968,1,69,2,,3839.372517,4064.282119,3.78
121969,1,0,,,10318.02863,11327.04845,2.76
121970,2,32,1,2,20759.48831,20801.26625,5
121971,2,47,2,,5777.39965,6107.850161,0.55
121972,1,38,1,,9812.612259,10493.50775,4.62
121973,2,6,,,33817.87889,0,3.22
121974,2,80,2,,12647.28758,15317.21147,
121975,1,62,1,,13305.00395,14229.96057,3.49
121976,1,50,1,,11080.19078,11460.52311,
121977,1,62,1,,8807.599715,9635.971611,1.09
121978,1,52,2,,10025.52945,10545.06548,3.18
121979,2,50,2,,22504.09166,26006.85011,1.41
121980,2,11,,,11986.42695,12510.05955,0.5
121981,2,68,2,,26769.73213,34635.60724,1.76
121982,1,27,1,,47120.1287,51466.31288,1.59
121983,1,31,1,,41426.80942,0,
121984,1,61,1,,45814.09958,49755.96336,
121985,2,19,,,19524.14237,20559.025,0.41
121986,2,2,,,6394.563126,7531.670167,5
121987,1,57,1,,12734.95203,13558.90842,1.87
121988,1,46,2,,37167.75231,38122.0388,1.75
121989,1,60,1,,8984.92572,9562.937474,1
121990,1,64,3,,4456.251211,4651.251131,0.73
121991,2,26,3,2,14374.29797,14997.89379,3.59
121992,1,1,,,6338.795605,7368.326132,3.15
121993,1,79,2,,18845.99798,20146.05246,
121994,1,80,2,,20589.5286,24179.80744,2.8
121995,2,51,1,,15995.93499,16633.75967,5
121996,1,10,,,12633.07115,13563.84326,0.68
121997,1,24,3,,17727.91034,19143.27502,0.12
121998,1,63,1,,4071.046087,0,5
121999,1,13,,,7997.553132,8157.259825,2.6
122000,2,72,2,,39047.22554,0,
122001,1,48,1,,20001.60146,21850.36267,1.47
122002,1,15,,,7066.525673,0,4.76
122003,1,10,,,4881.751845,5310.091941,1.19
122004,2,40,1,2,55996.94444,59796.90185,1.55
122005,1,33,1,,25109.73166,27134.6978,0.74
122006,1,10,,,9805.231932,10344.83423,2.02
122007,1,18,,,3415.030534,3729.208983,0.33
122008,1,3,,,2279.253622,2528.477111,0.28
122009,1,4,,,20629.5855,25125.30658,
122010,2,4,,,2822.062701,0,3.5
122011,1,22,3,,12392.73112,13550.82965,3.18
122012,1,29,1,,57051.9834,65459.98711,5
122013,1,69,1,,8308.45557,8800.452456,5
122014,1,16,,,7782.364845,8343.025007,0.6
122015,1,39,1,,17107.67489,18474.21453,0.29
122016,1,0,,,6798.479036,7827.68042,0.55
122017,2,7,,,4094.512184,4321.432565,0.66
122018,2,30,1,2,58180.17542,58183.42659,3.45
122019,2,43,1,2,23109.66168,26969.15116,1.4
122020,1,5,,,11270.26803,13198.39581,0.35
122021,1,23,1,,24148.20356,25726.29193,1.74
122022,2,47,1,,4988.986495,5190.760884,3.61
122023,1,59,1,,24275.64687,24825.03227,5
122024,1,8,,,11955.04659,12931.67407,
122025,2,78,2,,6027.530694,0,0.75
122026,1,1,,,2262.402873,2566.538887,1.17
122027,2,12,,,2451.606334,2546.645391,0.65
122028,1,33,1,,29371.61237,33316.12832,0.04
122029,1,29,1,,27773.53932,32226.89781,2.43
122030,2,65,2,,13820.44196,14086.9102,0.23
122031,2,11,,,15186.82779,16509.42533,3.05
122032,1,19,,,7056.942157,7703.44686,2.17
122033,1,20,3,,93815.56185,107065.2273,3.43
122034,1,19,,,3087.618539,3297.245349,0.08
122035,2,18,,,11425.83447,11178.96897,0
122036,2,80,1,,12141.86273,12289.53338,3.48
122037,1,68,1,,8766.116433,9462.756115,3.87
122038,2,73,1,,22780.94701,25448.73555,1.69
122039,1,46,1,,8598.416897,9671.62355,5
122040,2,8,,,4803.155106,5758.526304,
122041,2,33,1,2,6514.372421,6963.010578,2.6
122042,1,0,,,10744.8963,11247.53734,2.79
122043,2,64,3,,16098.2566,16783.81024,1.58
122044,2,41,1,2,31950.78454,34668.94943,3.4
122045,2,5,,,16488.84715,20087.03908,5
122046,1,1,,,9704.810035,11124.83639,0.88
122047,1,80,1,,64373.8595,73270.94436,5
122048,2,66,2,,78930.34931,78642.01089,5
122049,1,16,,,51980.48164,54442.19648,
122050,2,47,1,,12022.35407,0,2.2
122051,2,10,,,5055.49079,6278.114233,5
122052,2,63,3,,54065.13806,57201.77121,3.81
122053,2,47,1,,33405.30661,36194.5289,4.27
122054,1,49,1,,10050.0853,11398.46667,4.14
122055,2,1,,,4873.953007,5734.072554,5
122056,2,61,2,,11083.68768,11751.62757,2.78
122057,2,3,,,4521.106907,5027.269427,1.15
122058,2,73,3,,8684.243982,0,3.91
122059,1,0,,,6050.197088,6762.331425,0.75
122060,2,9,,,6689.83848,7985.15178,5
122061,2,74,2,,31777.24122,36687.93602,2.97
122062,1,31,3,,12607.16831,14136.90632,2.66
122063,2,44,2,2,45148.55019,46941.93582,1.57
122064,2,16,,,8770.740494,9514.017981,1.92
122065,1,12,,,9230.882647,9828.14643,2.03
122066,2,3,,,16152.87638,18262.89921,2.23
122067,2,75,1,,9806.437071,0,0.46
122068,1,11,,,8238.903819,9134.787618,5
122069,2,0,,,5767.129894,6377.205685,4.88
122070,1,61,1,,3947.305134,4085.58911,3.94
122071,2,11,,,10689.45051,0,1.39
122072,1,11,,,6757.937777,7123.052683,1.01
122073,1,9,,,5656.733026,6112.675961,
122074,1,63,2,,6865.558374,7381.108618,5
122075,2,13,,,18246.0793,18762.33123,0.82
122076,2,24,3,2,8910.885678,9633.740647,1.61
122077,1,43,1,,11387.9679,12107.40063,
122078,2,77,1,,15880.46902,16320.97002,1.76
122079,2,56,2,,47132.23223,50021.58265,2.8
122080,1,16,,,6567.328878,6762.98521,1.71
122081,1,73,1,,51711.55894,55234.03629,3.39
122082,1,2,,,6679.182937,7570.983622,0.92
122083,1,42,1,,10613.0889,10625.23003,
122084,1,1,,,5369.982278,6151.983713,0.73
122085,2,8,,,12934.12802,19281.79296,5
122086,2,8,,,8411.431693,0,1.62
122087,2,12,,,19437.37154,19907.07659,0.94
122088,1,80,1,,17471.78697,21929.79752,2
122089,2,73,1,,15465.89637,16611.20534,5
122090,1,52,2,,29595.89275,0,3.6
122091,1,39,1,,67880.76487,77370.37315,4.85
122092,2,4,,,21419.32865,24060.69817,0.81
122093,2,27,1,2,29445.10734,31321.23318,5
122094,1,54,1,,8291.851061,9071.698774,1.22
122095,2,43,1,2,15109.34856,16953.12605,1.38
122096,1,42,3,,7646.111647,8440.73145,2.4
122097,2,38,2,2,73909.98408,73446.5514,3.92
122098,1,17,,,12735.72822,12863.45055,0.72
122099,1,57,1,,7894.521565,8500.638335,1.44
122100,2,4,,,3848.973709,4597.330897,2.03
122101,1,43,1,,39635.3822,41152.49853,4.14
122102,1,44,2,,46828.25075,45438.32436,4.78
122103,1,0,,,3478.641516,3947.426781,1.14
122104,2,0,,,6463.355627,7164.712724,0.81
122105,1,37,1,,40058.17141,42503.46094,
122106,2,8,,,4212.592722,5019.724989,2.94
122107,2,34,2,2,15036.32272,15780.62868,0.62
122108,2,73,1,,47150.36162,52545.31944,5
122109,2,7,,,15933.72585,17001.31012,0.79
122110,2,43,1,2,24850.49606,30363.57243,1.04
122111,1,33,1,,25294.46865,27050.93077,4.93
122112,1,25,3,,11701.54463,12735.56103,5
122113,1,42,1,,12540.42064,13204.38018,4.17
122114,1,15,,,11269.72709,12302.41262,5
122115,1,40,3,,14797.36546,14770.39329,
122116,2,32,3,2,6329.823011,6643.152609,0.6
122117,2,7,,,16293.87591,0,
122118,2,24,3,2,19932.3395,21609.14377,
122119,2,0,,,4635.686116,4976.033005,0.57
122120,1,1,,,12440.00402,13536.01099,2.08
122121,1,64,2,,27064.91612,30649.79907,2.88
122122,1,0,,,10097.53091,10936.04255,5
122123,2,3,,,9270.534885,10852.82004,5
122124,2,16,,,4032.386558,4580.367642,0
122125,2,4,,,3445.222007,3819.754789,2.33
122126,2,19,,,11059.02739,11164.067,1.42
122127,2,18,,,10423.29827,11161.80091,2.64
122128,2,37,3,2,11803.8912,12436.32876,0.91
122129,1,75,1,,13647.79889,15091.85417,4.62
122130,2,19,,,7335.796869,7392.385102,0.24
122131,1,13,,,21446.95334,22797.5516,
122132,2,10,,,8219.374199,9318.840778,
122133,1,3,,,5665.388964,0,
122134,2,80,2,,27006.19281,33300.63987,
122135,1,18,,,3439.42573,3818.344714,1.34
122136,2,59,1,,31495.37167,32627.53182,1.44
122137,1,4,,,29382.70722,34984.24616,
122138,1,74,2,,6046.030511,6410.657109,
122139,1,72,1,,13852.48506,15207.78338,1.22
122140,2,53,1,,11257.35378,11732.46336,1.21
122141,2,9,,,16073.76523,17146.10032,0.63
122142,2,6,,,14300.08258,0,3.5
122143,2,18,,,15964.35291,16431.16219,1.55
122144,1,69,2,,3391.482992,3624.475284,0.64
122145,2,18,,,4828.147505,5697.389101,1.56
122146,1,60,1,,6913.411232,7259.134412,2.92
122147,1,0,,,2823.806789,3061.664991,0.8
122148,1,4,,,29166.3488,33148.42921,1.76
122149,1,18,,,5145.545661,5384.018913,0.41
122150,1,60,3,,2735.244816,2922.981669,
122151,1,10,,,17579.87617,18577.80845,3.85
122152,2,42,1,2,38499.0573,42369.87568,3.23
122153,1,63,1,,154867.3854,164782.9929,5
122154,1,72,1,,48391.09038,54234.25856,5
122155,2,0,,,7431.708579,7599.687363,0.56
122156,1,60,1,,16864.59659,18138.6163,1
122157,2,13,,,3633.977762,3774.85267,1.18
122158,2,20,3,2,18079.24086,19607.51658,0.82
122159,2,77,1,,8333.839962,9189.797785,1.4
122160,2,6,,,14904.44477,15743.13657,0.45
122161,2,11,,,5408.019015,5584.361386,2.6
122162,1,12,,,7056.942157,7540.153623,1.67
122163,1,31,1,,69378.05205,74703.62794,3.45
122164,1,31,1,,17798.27877,19511.70771,4.47
122165,2,3,,,39617.53036,39882.94199,3.73
122166,1,70,1,,6910.028502,7122.654641,
122167,2,6,,,12934.12802,0,2.33
122168,1,62,2,,9487.491285,9704.397282,3.76
122169,2,62,2,,4478.242954,4914.112415,
122170,2,3,,,13753.34864,0,0.68
122171,2,34,3,2,4177.716644,4384.515835,0.38
122172,2,13,,,12751.83308,13224.31385,3.92
122173,2,0,,,2632.789974,2743.810505,1.02
122174,1,13,,,12053.96235,12905.07346,2.04
122175,2,58,1,,3199.17886,3369.070904,0.83
122176,2,8,,,4668.964405,5861.347674,5
122177,2,4,,,6243.103959,6534.128776,1.83
122178,1,32,1,,47518.58609,54242.93881,1.65
122179,1,18,,,33026.45612,34598.49187,4.31
122180,2,34,1,3,12294.57041,13213.39791,
122181,1,11,,,5805.823345,5764.193654,0.2
122182,1,10,,,3598.515451,3909.000753,0.24
122183,1,12,,,13993.06115,14943.08808,0.88
122184,1,27,1,,29641.94784,33007.23747,2.13
122185,2,80,2,,18495.53428,0,1.28
122186,1,2,,,10990.63287,12776.88462,1
122187,1,80,1,,11609.38825,13708.90292,3.1
122188,2,54,1,,8578.10512,10070.19275,5
122189,2,68,1,,17525.47,18369.20337,4
122190,1,15,,,22245.50057,23371.10275,0.12
122191,1,3,,,2624.920132,2845.196604,0.41
122192,1,59,1,,7463.547859,7920.886302,2.89
122193,2,54,3,,14701.32233,15527.33152,2.45
122194,1,13,,,14308.2059,15279.62886,1.74
122195,1,18,,,15530.84986,16045.47112,0.87
122196,2,23,1,2,39179.97239,42802.99536,0.81
122197,1,19,,,73045.87654,77409.04037,3.65
122198,2,16,,,15248.66136,16260.25781,4.86
122199,2,60,1,,19958.99353,19209.81279,0.06
122200,1,2,,,15821.21381,18173.69425,1.86
122201,1,36,1,,39482.04387,41338.53506,1.94
122202,1,49,2,,28924.71873,30778.2124,1.97
122203,1,29,1,,10702.33162,11637.91018,1.67
122204,1,34,3,,83091.62749,88511.98006,5
122205,2,16,,,10398.48768,10558.46226,0.85
122206,2,2,,,4346.801661,5081.577606,
122207,2,43,3,2,6042.251137,6663.355359,5
122208,2,71,2,,42264.41582,49281.14874,1.44
122209,1,31,1,,15687.61989,17006.10633,1
122210,2,19,,,13897.88633,13543.01279,0.5
122211,2,8,,,18216.96189,19773.65747,1.42
122212,1,36,3,,22917.11033,24210.13255,4.73
